Compound,RT,Type,Filename,Status,Group,Area,RT Delta,m/z (Delta),Group Average,Batch Order,Peak Label,Sample Type,Level,Sample ID,Sample Name,Comments,Height,Actual RT,Formula,Adduct,Calculated Amt,Theoretical Amt,Sample Amt,Std Add Amount,m/z (Expected),m/z (Apex),Response Ratio,ISTD Amt,ISTD Response,Integration Mode,Active,Excluded,%Diff,%RSD,% CV,Channel,Final Units,PK,IR,IP,LS,FI,Confirm,Isotopic Pattern Score (%),Num Isotopes Matched,Lib Match Name,Library Score (%),Library Match Rank,SI/Dot Product,RSI/Rev Dot,Modification,Protein Name,Peptide Sequence,Ion Type,S/N,Ion Ratio,Relative RT,Flag Details
PC (36:3-20:3_16:0ev18:2_18:1),12.47,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,N/F,N/F,N/F,2414266.60,30,T1,Unknown,,1,,,N/F,N/F,,M+H,N/F,N/A,N/F,N/A,784.5851,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
PC (36:4-18:2_18:2),11.72,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,52062369,-0.01,-3.4739 (ppm),28553015.93,30,T1,Unknown,,1,,,6882262,11.71,,M+H,N/A,N/A,N/A,N/A,782.5694,782.5667,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,2189.79,N/A,0.00,
PC (36:4-20:4_16:0),12.07,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,113499250,-0.05,-3.7859 (ppm),128650624.58,30,T1,Unknown,,1,,,30416021,12.02,,M+H,N/A,N/A,N/A,N/A,782.5694,782.5665,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,5892.62,N/A,0.00,
PC (36:5-20:5_16:0),11.46,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,65529135,-0.06,-3.4509 (ppm),50663896.35,30,T1,Unknown,,1,,,16365035,11.4,,M+H,N/A,N/A,N/A,N/A,780.5538,780.5511,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,1425.26,N/A,0.00,
PC (36:6-22:6_14:0),"10.95,10.95",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,81394,"-0.15,0.05",N/A,531077.19,30,,Unknown,,1,,,16813,"10.80, 11.00",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
PC (38:4-18:0_20:4),13.19,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,N/F,N/F,N/F,6287728.32,30,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,810.6013,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
PC (38:5-20:4_18:1),12.38,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,7521898,-0.10,-2.7892 (ppm),4345670.53,30,T1,Unknown,,1,,,1621107,12.28,,M+H,N/A,N/A,N/A,N/A,808.5851,808.5828,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,8851.90,N/A,0.00,
PC (38:5-22:5_16:0)_12.07,12.07,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,70250002,-0.05,-3.9214 (ppm),61874497.85,30,T1,Unknown,,1,,,16445624,12.02,,M+H,N/A,N/A,N/A,N/A,808.5851,808.5819,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,2169.91,N/A,0.00,
PC (38:5-22:5_16:0)_12.45,12.45,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,N/F,N/F,N/F,842096.06,30,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,808.5851,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
PC (38:6-22:6_16:0),"11.79,11.79",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,3363151,"-0.05,-0.05",N/A,4340995.61,30,,Unknown,,1,,,894046,"11.74, 11.74",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
PC (38:7-22:6_16:1),"11.13,11.13",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,210082,"-0.02,N/A",N/A,261933.48,30,,Unknown,,1,,,28869,"11.11, 0.00",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
PC (40:6-22:6_18:0),"12.80,12.80",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,400368,"-0.12,N/A",N/A,378255.58,30,,Unknown,,1,,,113718,"12.68, 0.00",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
PC (40:7-22:6_18:1),"11.95,11.95",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,443537,"-0.08,-0.07",N/A,785314.33,30,,Unknown,,1,,,100957,"11.87, 11.88",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
PC (40:8-22:6_18:2),"11.38,11.38",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,14647719,"-0.03,-0.03",N/A,10509548.60,30,,Unknown,,1,,,4170299,"11.35, 11.35",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
PC (40:9-22:6_18:3),"10.65,10.65",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,42346,"-0.07,N/A",N/A,41068.20,30,,Unknown,,1,,,10013,"10.58, 0.00",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
PC (42:10-22:6_20:4),"10.98,10.98",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,N/F,"N/A,N/A",N/F,98544.93,30,,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,<multiple>,N/F,N/F,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
PC (44:12-22:6_22:6)_10.93,"10.93,10.93",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,N/F,"N/A,N/A",N/F,5703.73,30,,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,<multiple>,N/F,N/F,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
PC (44:12-22:6_22:6)_11.70,"11.70,11.70",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,34971,"-0.13,N/A",N/A,20935.52,30,,Unknown,,1,,,6236,"11.57, 0.00",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
PE (34:1-18:1_16:0),13.26,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,4322225,-0.03,-2.7795 (ppm),4092618.16,30,T1,Unknown,,1,,,716156,13.23,,M+H,N/A,N/A,N/A,N/A,718.5381,718.5361,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,14450.75,N/A,0.00,
PE (34:2-18:2_16:0),12.41,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,4633575,-0.04,-3.0932 (ppm),5531019.33,30,T1,Unknown,,1,,,1215630,12.37,,M+H,N/A,N/A,N/A,N/A,716.5225,716.5203,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,16526.30,N/A,0.00,
PE (36:1-18:1_18:0),14.45,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,10116281,-0.03,-2.7421 (ppm),9487142.64,30,T1,Unknown,,1,,,1886280,14.42,,M+H,N/A,N/A,N/A,N/A,746.5694,746.5674,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,384.16,N/A,0.00,
PE (36:2-18:1_18:1),13.48,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,37421211,-0.03,.5630 (ppm),54624530.98,30,T1,Unknown,,1,,,9627394,13.45,,M+H,N/A,N/A,N/A,N/A,744.5538,744.5542,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,13421.77,N/A,0.00,
PE (36:2-18:2_18:0),13.51,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,37421211,-0.06,.5630 (ppm),54618703.48,30,T1,Unknown,,1,,,9627394,13.45,,M+H,N/A,N/A,N/A,N/A,744.5538,744.5542,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,13741.36,N/A,0.00,
PE (36:3-18:2_18:1),12.62,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,5818827,-0.02,3.3108 (ppm),12338686.94,30,T1,Unknown,,1,,,1656501,12.6,,M+H,N/A,N/A,N/A,N/A,742.5381,742.5406,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
PE (36:4-20:4_16:0),12.33,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,1549386,-0.05,-2.5808 (ppm),1708729.19,30,T1,Unknown,,1,,,402899,12.28,,M+H,N/A,N/A,N/A,N/A,740.5225,740.5206,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
PE (38:3-20:3_18:0),13.82,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,3540921,-0.05,2.3334 (ppm),1949868.41,30,T1,Unknown,,1,,,934697,13.77,,M+H,N/A,N/A,N/A,N/A,770.5694,770.5712,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,304.42,N/A,0.00,
PE (38:4-20:4_18:0),13.38,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,59636542,-0.04,-3.1871 (ppm),72287108.90,30,T1,Unknown,,1,,,13435259,13.34,,M+H,N/A,N/A,N/A,N/A,768.5538,768.5513,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,44966.08,N/A,0.00,
PE (38:5-20:4_18:1ev20:5_18:0),12.57,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,17050375,-0.02,1.4554 (ppm),17071949.31,30,T1,Unknown,,1,,,3625797,12.55,,M+H,N/A,N/A,N/A,N/A,766.5381,766.5392,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
PE (38:5-22:5_16:0),12.31,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,751518,-0.06,-2.6055 (ppm),768995.55,30,T1,Unknown,,1,,,216955,12.25,,M+H,N/A,N/A,N/A,N/A,766.5381,766.5361,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
PE (38:6-20:5_18:1ev20:4_18:2),11.82,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,191996,-0.05,-.7434 (ppm),557731.61,30,T1,Unknown,,1,,,106624,11.77,,M+H,N/A,N/A,N/A,N/A,764.5225,764.5219,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
PE (38:6-22:6_16:0),12.03,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,N/F,N/F,N/F,24664.84,30,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,764.5225,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
PE (40:5-22:5_18:0),13.33,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,15680071,-0.05,-2.8069 (ppm),12379745.71,30,T1,Unknown,,1,,,3521687,13.28,,M+H,N/A,N/A,N/A,N/A,794.5694,794.5672,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,88204.35,N/A,0.00,
PE (40:6-22:5_18:1),12.48,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,342358,-0.05,-2.7055 (ppm),450088.22,30,T1,Unknown,,1,,,131199,12.43,,M+H,N/A,N/A,N/A,N/A,792.5538,792.5516,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
PI (36:1-18:1_18:0),12.66,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,2921661,-0.04,-3.7163 (ppm),2145236.33,30,T1,Unknown,,1,,,696455,12.62,,M+H,N/A,N/A,N/A,N/A,865.5801,865.5768,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
PI (36:2-18:2_18:0),12.03,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,1031543,-0.06,-3.6253 (ppm),1881627.54,30,T1,Unknown,,1,,,200757,11.97,,M+H,N/A,N/A,N/A,N/A,863.5644,863.5613,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
PI (38:4-18:0_20:4),11.98,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,4588731,-0.07,-3.5160 (ppm),4144285.71,30,T1,Unknown,,1,,,1309887,11.91,,M+H,N/A,N/A,N/A,N/A,887.5644,887.5613,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
PI (38:5-18:0_20:5),11.4,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,2555449,-0.06,-3.6209 (ppm),1776235.83,30,T1,Unknown,,1,,,692950,11.34,,M+NH4,N/A,N/A,N/A,N/A,902.5759,902.5726,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
P-PC (32:0)_nurExactMass,12.25,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,58520,0.05,-13.9246 (ppm),50391.36,30,T1,Unknown,,1,,,39381,12.3,,M+H,N/A,N/A,N/A,N/A,718.5745,718.5645,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,504.40,N/A,0.00,
P-PC (34:0),13.71,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,78861064,-0.06,-3.9857 (ppm),85121303.40,30,T1,Unknown,,1,,,10190730,13.65,,M+H,N/A,N/A,N/A,N/A,746.6058,746.6028,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,6604.24,N/A,0.00,
P-PE (34:1-P16:0_18:1),13.96,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,11464909,-0.04,-3.2246 (ppm),14336512.47,30,T1,Unknown,,1,,,2017319,13.92,,M+H,N/A,N/A,N/A,N/A,702.5432,702.541,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,144116.79,N/A,0.00,
P-PE (34:2-P16:0_18:2),13.01,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,52158769,-0.04,-4.1566 (ppm),57976812.00,30,T1,Unknown,,1,,,11140155,12.97,,M+H,N/A,N/A,N/A,N/A,700.5276,700.5247,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
P-PE (34:3-P16:0_18:3),12.25,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,17707268,-0.06,-3.6959 (ppm),13212957.60,30,T1,Unknown,,1,,,3970840,12.19,,M+H,N/A,N/A,N/A,N/A,698.5119,698.5093,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,30873.88,N/A,0.00,
P-PE (36:0)_nurExactmass,15.31,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,140980,0.03,-1.6951 (ppm),605290.64,30,T1,Unknown,,1,,,30364,15.34,,M+H,N/A,N/A,N/A,N/A,732.5902,732.5889,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,984.69,N/A,0.00,
P-PE (36:1-P18:0_18:1),15.25,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,11068793,-0.04,-3.2528 (ppm),13216441.57,30,T1,Unknown,,1,,,1817843,15.21,,M+H,N/A,N/A,N/A,N/A,730.5745,730.5721,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,935.38,N/A,0.00,
P-PE (36:2-P18:0_18:2),14.19,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,81152717,-0.03,-3.6464 (ppm),104507615.89,30,T1,Unknown,,1,,,17141580,14.16,,M+H,N/A,N/A,N/A,N/A,728.5589,728.5562,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,5991.43,N/A,0.00,
P-PE (36:2-P18:1_18:1),14.16,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,81018515,0.00,-3.6464 (ppm),104489419.76,30,T1,Unknown,,1,,,17138682,14.16,,M+H,N/A,N/A,N/A,N/A,728.5589,728.5562,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,5671.42,N/A,0.00,
P-PE (36:3-18:2_P18:1ev18:3_18:0),13.31,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,54120566,-0.05,-3.2861 (ppm),43976494.28,30,T1,Unknown,,1,,,9303102,13.26,,M+H,N/A,N/A,N/A,N/A,726.5432,726.5408,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,1210.19,N/A,0.00,
P-PE (36:4-P16:0_20:4)_12.94,"12.90,12.35",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,27951576,"-0.06,0.04",N/A,32406243.78,30,,Unknown,,1,,,6213665,"12.84, 12.39",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52,12.52,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,6146805,-0.04,-3.4292 (ppm),4298862.88,30,T1,Unknown,,1,,,1376059,12.48,,M+H,N/A,N/A,N/A,N/A,724.5276,724.5251,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,253.66,N/A,0.00,
P-PE (36:4-P18:1_18:3)_12.41,12.41,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,3516898,-0.02,-3.1336 (ppm),2766801.53,30,T1,Unknown,,1,,,903562,12.39,,M+H,N/A,N/A,N/A,N/A,724.5276,724.5253,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,139.61,N/A,0.00,
P-PE (36:5-P16:0_20:5),12.15,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,12999816,-0.05,-3.7421 (ppm),11966078.73,30,T1,Unknown,,1,,,3294464,12.1,,M+H,N/A,N/A,N/A,N/A,722.5119,722.5092,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
P-PE (38:3-P18:0_20:3)_14.52,14.52,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,8240459,-0.04,-2.9876 (ppm),8092361.07,30,T1,Unknown,,1,,,1671813,14.48,,M+H,N/A,N/A,N/A,N/A,754.5745,754.5723,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,187.63,N/A,0.00,
P-PE (38:3-P18:0_20:3)_15.01,15.01,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,598825,-0.06,-2.5832 (ppm),824109.12,30,T1,Unknown,,1,,,117497,14.95,,M+H,N/A,N/A,N/A,N/A,754.5745,754.5726,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,7758.25,N/A,0.00,
P-PE (38:4-P18:0_20:4),13.61,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,8424660,-0.04,-3.8545 (ppm),5476620.32,30,T1,Unknown,,1,,,1483043,13.57,,M+H,N/A,N/A,N/A,N/A,752.5589,752.556,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,115.25,N/A,0.00,
P-PE (38:4-P18:0_20:4evP18:1_20:3),14.03,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,34146167,-0.03,-3.0023 (ppm),49503203.26,30,T1,Unknown,,1,,,6955466,14,,M+H,N/A,N/A,N/A,N/A,752.5589,752.5566,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,2348.21,N/A,0.00,
P-PE (38:5-P16:0_22:5),"12.86,12.85",Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,25110292,"-0.05,-0.04",N/A,27661477.95,30,,Unknown,,1,,,5898776,"12.81, 12.81",,N/A,N/A,N/A,N/A,N/A,<multiple>,<multiple>,0,0,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,0.00,
P-PE (38:5-P18:0_20:5),13.19,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,26277699,-0.05,-3.3436 (ppm),28010808.21,30,T1,Unknown,,1,,,5419059,13.14,,M+H,N/A,N/A,N/A,N/A,750.5432,750.5407,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,538.36,N/A,0.00,
P-PE (38:5-P18:1_20:4ev18:0_20:5),12.61,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,432094,0.06,-3.9942 (ppm),164700.91,30,T1,Unknown,,1,,,129741,12.67,,M+H,N/A,N/A,N/A,N/A,750.5432,750.5402,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,27.84,N/A,0.00,
